Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,lat,lng
Rosé Messwein 2018,Austria,Niederösterreich,Stift Gœttweig,3.9,97,9.9,2018,48.2817813,15.7632457
Kadette Pinotage Rosé 2019,South Africa,Stellenbosch,Kanonkop,3.5,98,7.9,2019,-33.934444,18.869167
Grézan Expression Faugères Rosé 2017,France,Faugères,Famille Cros Pujol,3.7,99,9.95,2017,43.5648186,3.1901144
Rosé 2018,Austria,Niederösterreich,Loimer,3.6,99,8.24,2018,48.2817813,15.7632457
No. 6 Rosé 2018,France,Côtes de Gascogne,Uby,4.0,100,6.49,2018,48.510283,-2.787756
Bardolino Chiaretto 2017,Italy,Bardolino Chiaretto,Gorgo,3.6,101,7.9,2017,42.71231,13.78745
Pitt Nat 2019,Austria,Neusiedlersee,Pittnauer,4.1,102,18.06,2019,47.8030761,16.6469854
Idea Rosa di Primitivo 2018,Italy,Veneto,Varvaglione,3.5,102,8.5,2018,45.6476663,11.8665254
Terroir du Trias Delille Vigneron Bandol Rosé 2018,France,Bandol,Domaine de Terrebrune,4.0,105,25.9,2018,43.1357717,5.7523647
Rosa & Dito Bobal 2019,Spain,Utiel-Requena,Coviñas,3.8,106,4.84,2019,39.5492854,-1.2511657
Chardonnay - Pinot Noir 2019,South Africa,Western Cape,Leopard’s Leap,3.7,108,7.75,2019,-33.546977,20.72753
Rioja Rosado 2018,Spain,Rioja,Baron de Ley,3.6,108,6.5,2018,42.3285528,-2.4674917
Rosa 2018,Italy,Terre Siciliane,Corvo,3.5,108,7.08,2018,42.83333,12.83333
Hito Rosado 2018,Spain,Ribera del Duero,Cepa 21,3.7,109,7.7,2018,41.6657566,-3.6863295
Centoviti Campania Rosato 2018,Italy,Campania,Nativ,4.0,113,11.5,2018,40.860672,14.843984
Rosé Saigner 2019,Germany,Pfalz,Schneider,3.9,115,12.0,2019,53.8156324,13.3702287
Blush Pinot Grigio delle Venezie 2018,Italy,delle Venezie,Sartori,3.9,115,8.33,2018,45.3485187,11.9571797
Bardolino Chiaretto 2019,Italy,Bardolino,Monte del Frá,3.8,119,6.69,2019,45.5475595,10.7242145
Les Clans Rosé 2017,France,Côtes de Provence,Château d'Esclans,4.3,119,62.54,2017,43.4370505,6.652775
Rosé 2018,Portugal,Portalegre,Porta 6,3.5,120,9.12,2018,39.2076447,-7.7215134
Rioja Rosado 2019,Spain,Rioja,Ramón Bilbao,3.5,121,7.88,2019,42.3285528,-2.4674917
Rosato 2019,Italy,Terre Siciliane,Calalenta,4.0,121,9.49,2019,42.83333,12.83333
Cherub (Syrah) Rosé 2019,Chile,Colchagua Valley,Montes,3.7,122,8.49,2019,-30.0,-71.0
Rosado (Clarete) 2018,Spain,Ribera del Duero,Protos,3.4,123,7.9,2018,41.6657566,-3.6863295
Rosé de Xinomavro 2018,Greece,Naoussa,Thymiopoulos,4.2,126,13.3,2018,40.630574,22.0696057
Clair de Rose 2017,France,Pays d'Oc,Les Jamelles,3.4,127,7.66,2017,43.604764,1.4540399
Ribera del Duero Rosae 2018,Spain,Ribera del Duero,Arzuaga,3.8,127,12.0,2018,41.6657566,-3.6863295
Rosé 2019,South Africa,Western Cape,Nederburg,3.8,128,6.97,2019,-33.546977,20.72753
Rioja Rosado 2019,Spain,Rioja,Marqués de Cáceres,3.8,132,7.99,2019,42.3285528,-2.4674917
Regaleali Le Rosè 2018,Italy,Terre Siciliane,Tasca d'Almerita,4.0,134,7.75,2018,42.83333,12.83333
Iirrésistible Côtes de Provence Rosé 2018,France,Côtes de Provence,Domaine de la Croix,3.9,134,12.2,2018,43.4370505,6.652775
Visione 2019,Italy,Irpinia,Feudi di San Gregorio,4.0,134,12.03,2019,39.2278067,9.1185486
Pinot Rosé 2019,New Zealand,Marlborough,The Ned,3.7,134,13.85,2019,-41.4744747,173.8330263
Conde de Valdemar Rosado 2017,Spain,Rioja,Bodegas Valdemar,3.6,135,8.19,2017,42.3285528,-2.4674917
Grenache Rosé 2018,United States,California,Gallo Family Vineyards,3.3,137,6.3,2018,36.7014631,-118.755997
Serra Lori Isola dei Nuraghi 2018,Italy,Isola dei Nuraghi,Argiolas,3.6,138,7.0,2018,40.7092886,9.6990329
3055 Rosé 2017,Spain,Penedès,Jean Leon,3.8,141,14.5,2017,41.3463825,1.6995213
Negroamaro Kreos 2018,Italy,Salento,Castello Monaci,3.6,141,7.4,2018,40.248604,15.190058
Romance Rosé 2019,France,Côtes de Provence,Château de Berne,4.0,142,9.26,2019,43.4370505,6.652775
Cinsault 2018,France,Pays d'Oc,Les Jamelles,3.9,142,8.49,2018,43.604764,1.4540399
Lumera 2019,Italy,Terre Siciliane,Donnafugata,3.8,143,8.15,2019,42.83333,12.83333
Bandol Rosé 2015,France,Bandol,Domaine de la Tour du Bon,3.8,143,16.47,2015,43.1357717,5.7523647
Chardonnay - Pinot Noir 2018,South Africa,Western Cape,Leopard’s Leap,3.6,143,7.77,2018,-33.546977,20.72753
Il Chiaretto Valtènesi 2018,Italy,Valtenesi,Pasini San Giovanni,3.8,145,10.9,2018,45.5475424,10.5347699
Bandol Rosé 2017,France,Bandol,La Bastide Blanche,3.8,146,89.5,2017,43.1357717,5.7523647
Sancerre Rosé 2018,France,Sancerre,Pascal Jolivet,4.0,147,18.72,2018,47.3306906,2.8390454
12 e Mezzo del Salento Rosato 2018,Italy,Puglia,Varvaglione,3.8,148,7.4,2018,40.9842539,16.6210027
Bandol Rosé 2018,France,Bandol,Château de Pibarnon,4.0,149,22.79,2018,43.1357717,5.7523647
Garnacha Rosé 2017,Spain,Navarra,The Tapas Wine Collection,3.4,154,7.32,2017,42.6125488,-1.8307877
Côtes de Gascogne Rosé 2019,France,Côtes de Gascogne,Horgelus,4.1,156,4.94,2019,48.510283,-2.787756
Côtes de Provence Rosé 2019,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,159,11.9,2019,43.4370505,6.652775
Garnacha Rosado 2018,Spain,Navarra,Homenaje,3.1,159,5.23,2018,42.6125488,-1.8307877
Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2019,Italy,Bolgheri,Antinori,3.8,160,14.89,2019,43.2340065,10.6179334
Tavel Rosé 2017,France,Tavel,Famille Perrin,3.4,162,13.9,2017,44.0127055,4.6982216
Aleatico Toscana Rosato 2018,Italy,Toscana,Fattoria Aldobrandesca,4.0,164,39.5,2018,43.4586541,11.1389204
Clarette Rosé Trocken 2019,Germany,Pfalz,Knipser,4.1,164,11.65,2019,53.8156324,13.3702287
Lumière de Provence Rosé 2019,France,Provence,Estandon,4.1,166,9.85,2019,44.0580563,6.0638506
Vetere Paestum Rosato 2019,Italy,Paestum,San Salvatore,4.1,166,19.37,2019,40.4216783,15.0148832
Rosé 2019,France,Côtes de Provence,Ultimate Provence,4.0,167,16.79,2019,43.4370505,6.652775
Rosé 2019,France,Pays d'Oc,L'Ostal Cazes,3.7,168,7.49,2019,43.604764,1.4540399
Coteaux Varois en Provence 2017,France,Coteaux Varois en Provence,Domaine de Cala,4.1,169,12.7,2017,47.283531,0.303704
MiP Classic Côtes de Provence Rosé 2019,France,Côtes de Provence,Domaine des Diables,4.1,171,13.9,2019,43.4370505,6.652775
Côtes de Provence Spéciale Rosé 2018,France,Côtes de Provence,Château Montaud,3.6,178,7.5,2018,43.4370505,6.652775
Solerose Rosato 2018,Italy,Langhe,Fontanafredda,3.9,179,10.93,2018,44.493036,7.974639
Freeda Rosé Trevenezie 2017,Italy,delle Venezie,Cecilia Beretta,3.9,180,11.59,2017,45.3485187,11.9571797
Rosé 2019,France,Languedoc-Roussillon,Claude Val,3.8,180,4.95,2019,43.508482,2.34549
Vulcânico Rosé 2018,Portugal,Açores,Azores Wine Company,3.8,184,13.45,2018,37.8085564,-25.4731374
Zinfandel Rosé 2018,United States,California,Beringer,3.3,188,7.8,2018,36.7014631,-118.755997
Scaia Rosato 2019,Italy,Veneto,Tenuta Sant'Antonio,4.0,188,7.95,2019,45.6476663,11.8665254
Sancerre Rosé 2019,France,Sancerre,Michel Thomas & Fils,3.9,190,13.57,2019,47.3306906,2.8390454
Shiraz Rosé 2018,South Africa,Western Cape,Two Oceans,3.2,193,4.9,2018,-33.546977,20.72753
The Palm Whispering Angel Rosé 2019,France,Provence,Château d'Esclans,3.9,195,13.15,2019,44.0580563,6.0638506
Fantini Cerasuolo d'Abruzzo 2018,Italy,Abruzzo,Farnese,3.6,198,5.9,2018,42.227681,13.854983
Côtes-du-Rhône Rosé 2018,France,Côtes-du-Rhône,E. Guigal,3.6,207,13.04,2018,44.7667285,4.8528701
White Zinfandel 2018,United States,California,Woodbridge by Robert Mondavi,3.7,208,9.69,2018,36.7014631,-118.755997
Sancerre Les Baronnes Rosé 2018,France,Sancerre,Henri Bourgeois,3.8,215,17.95,2018,47.3306906,2.8390454
Rosé d'Anjou 2018,France,Rosé d'Anjou,Elysis,3.8,220,6.45,2018,48.777171,2.345117
Le Rosé 2019,France,Côtes du Roussillon,Château Saint-Roch,4.1,220,9.25,2019,45.3709088,4.8124715
The Rose Garden Rosé 2019,South Africa,Coastal Region,Boschendal,3.7,221,8.9,2019,-29.0,24.0
Merlot Rosé (Unico) 2019,Italy,Abruzzo,Tenuta Ulisse,4.0,222,8.72,2019,42.227681,13.854983
Estate Cabernet Sauvignon Rosé 2016,Chile,Central Valley,Errazuriz,3.3,224,9.65,2016,-36.0,-72.0
Tavel 2016,France,Tavel,E. Guigal,3.6,225,15.5,2016,44.0127055,4.6982216
LaLomba Rosado 2017,Spain,Rioja,Ramón Bilbao,3.9,228,19.07,2017,42.3285528,-2.4674917
Zinfandel Rosé 2018,Italy,Puglia,Epicuro,3.5,229,10.68,2018,40.9842539,16.6210027
Les Fumées Blanches Rosé 2019,France,Vin de France,François Lurton,3.6,230,7.89,2019,50.2767373,3.977096
Tramari Rosé di Primitivo 2019,Italy,Puglia,San Marzano,3.9,238,6.92,2019,40.9842539,16.6210027
Studio 2019,France,Côtes de Provence,Miraval,3.6,239,10.86,2019,43.4370505,6.652775
Argali Rosé 2019,France,Languedoc-Roussillon,Château Puech-Haut,4.0,239,15.0,2019,43.508482,2.34549
Pétale de Rosé 2017,France,Côtes de Provence,Château La Tour de l'Évêque,3.8,240,15.55,2017,43.4370505,6.652775
Bardolino Chiaretto 2019,Italy,Bardolino,Cavalchina,3.7,240,8.11,2019,45.5475595,10.7242145
Etna Rosato 2018,Italy,Etna,Tenuta delle Terre Nere,3.9,240,15.5,2018,37.7510251,14.9940321
White Grenache 2018,United States,California,Gallo Family Vineyards,3.5,245,6.31,2018,36.7014631,-118.755997
Rosado 2019,Spain,Rioja,Muga,3.8,246,8.68,2019,42.3285528,-2.4674917
Flor de Muga Rosado 2018,Spain,Rioja,Muga,4.1,250,23.9,2018,42.3285528,-2.4674917
Château de Selle Rosé (Coeur de Grain) 2014,France,Côtes de Provence,Domaines Ott,4.2,256,28.9,2014,43.4370505,6.652775
Albia Toscana Rosé 2018,Italy,Toscana,Ricasoli,3.6,261,7.9,2018,43.4586541,11.1389204
Aire de Protos Rosé 2018,Spain,Ribera del Duero,Protos,3.8,272,8.75,2018,41.6657566,-3.6863295
Rosé et Or 2019,France,Côtes de Provence,Minuty,4.3,273,24.85,2019,43.4370505,6.652775
Ribet Pink Syrah Rosé 2019,France,Pays d'Oc,Arrogant Frog,3.7,280,6.53,2019,43.604764,1.4540399
Primitivo Rosato 2019,Italy,Puglia,Doppio Passo,3.9,284,6.2,2019,40.9842539,16.6210027
Cabernet Sauvignon Rosé 2019,South Africa,Stellenbosch,Mulderbosch,3.6,284,8.45,2019,-33.934444,18.869167
Pinot Rosé 2016,New Zealand,Marlborough,The Ned,3.7,311,12.9,2016,-41.4744747,173.8330263
Rosé 2019,France,Vin de France,La Vieille Ferme,3.5,317,6.86,2019,50.2767373,3.977096
Rosé 2019,France,Côtes de Thongue,Domaine Montrose,3.8,327,8.99,2019,45.508189,2.697212
Sofia Rosé 2018,United States,Monterey County,Francis Ford Coppola,3.9,338,22.9,2018,36.2231079,-121.387742
Summer In A Bottle Rosé 2019,United States,Long Island,Wölffer Estate,4.1,341,24.9,2019,40.851497,-73.0994297
Pinot Grigio Ramato 2018,Italy,Friuli-Venezia Giulia,Attems,3.8,346,11.9,2018,46.151042,13.055904
Cipresseto Rosato Toscana 2018,Italy,Toscana,Santa Cristina,3.7,350,9.99,2018,43.4586541,11.1389204
Pinot Rosé 2017,New Zealand,Marlborough,The Ned,3.7,357,12.9,2017,-41.4744747,173.8330263
Cherub (Syrah) Rosé 2016,Chile,Colchagua Valley,Montes,3.6,366,10.69,2016,-30.0,-71.0
Rosamara (Valtenesi Chiaretto) 2018,Italy,Lombardia,Costaripa,3.8,371,13.4,2018,45.5703694,9.7732524
Rosado 2018,Spain,Rioja Alavesa,El Coto,3.3,378,4.99,2018,42.544151,-2.5454224
Rosado 2017,Spain,Navarra,Gran Feudo,3.3,387,7.5,2017,42.6125488,-1.8307877
Bone Dry Rosé 2018,Germany,Pfalz,Reichsrat von Buhl,3.6,410,9.5,2018,53.8156324,13.3702287
Fleur de Mer Rosé 2019,France,Côtes de Provence,Les Maitres Vignerons de la Presqu'ile de Saint-Tropez,4.1,415,8.6,2019,43.4370505,6.652775
Tibouren Tradition Rosé 2017,France,Côtes de Provence,Clos Cibonne,4.1,416,16.9,2017,43.4370505,6.652775
Quelías Rosé 2019,Spain,Cigales,Sinforiano,4.0,416,8.72,2019,41.7582863,-4.6989785
Miraflors Rosé 2019,France,Côtes du Roussillon,Domaine Lafage,4.0,419,10.31,2019,45.3709088,4.8124715
Côtes de Provence Spéciale Rosé 2017,France,Côtes de Provence,Château Montaud,3.6,419,18.0,2017,43.4370505,6.652775
By.Ott Rosé 2019,France,Côtes de Provence,Domaines Ott,3.9,424,16.47,2019,43.4370505,6.652775
Cabernet Sauvignon Rosé 2018,South Africa,Stellenbosch,Mulderbosch,3.6,443,8.67,2018,-33.934444,18.869167
Sauvignon Blanc Blush 2019,New Zealand,Marlborough,Silver Moki,4.1,452,7.95,2019,-41.4744747,173.8330263
Château Romassan Rosé (Coeur de Grain) 2018,France,Bandol,Domaines Ott,4.2,454,28.9,2018,43.1357717,5.7523647
Alghero Rosato 2018,Italy,Alghero,Sella & Mosca,3.4,456,8.44,2018,40.584479,8.3576056
Rioja Rosado 2018,Spain,Rioja,Marqués de Cáceres,3.4,459,6.49,2018,42.3285528,-2.4674917
Freeda Rosé Trevenezie 2018,Italy,delle Venezie,Cecilia Beretta,3.8,487,11.48,2018,45.3485187,11.9571797
Tavel Rosé 2018,France,Tavel,Château d'Aqueria,3.7,493,14.92,2018,44.0127055,4.6982216
Negroamaro Salento Calafuria Rosato 2019,Italy,Salento,Tormaresca,4.0,517,9.7,2019,40.248604,15.190058
Rosé 2018,United States,Yakima Valley,Chateau Ste. Michelle,3.6,532,11.15,2018,46.5864196,-120.5278214
Band of Roses Rosé 2018,United States,Washington,Charles Smith,3.6,539,12.57,2018,38.8950368,-77.0365427
Rosado 2018,Spain,Rioja,Marqués de Riscal,3.6,546,8.78,2018,42.3285528,-2.4674917
Rosé 2018,France,Pays d'Oc,L'Ostal Cazes,3.7,553,14.54,2018,43.604764,1.4540399
Rosado 2018,Spain,Rioja,Cune (CVNE),3.6,579,5.45,2018,42.3285528,-2.4674917
Rosé 2018,United States,California,Dark Horse,3.4,592,6.31,2018,36.7014631,-118.755997
Rosé 2018,France,Côtes de Thongue,Domaine Montrose,3.8,613,8.72,2018,45.508189,2.697212
Rosé de Purcari 2018,Moldova,South Eastern,Château Purcari,4.2,615,10.98,2018,47.25,28.58333
White Zinfandel 2018,United States,California,Gallo Family Vineyards,3.6,626,6.05,2018,36.7014631,-118.755997
Côtes de Provence Rosé 2019,France,Côtes de Provence,Miraval,3.9,633,15.88,2019,43.4370505,6.652775
Rock Angel Rosé 2018,France,Côtes de Provence,Château d'Esclans,4.2,640,29.9,2018,43.4370505,6.652775
Cabernet Sauvignon Rosé 2017,South Africa,Stellenbosch,Mulderbosch,3.6,646,9.5,2017,-33.934444,18.869167
Lambrusco Emilia Rosé N.V.,Italy,Emilia,Riunite,4.0,669,3.67,N.V.,44.4914458,11.3435713
Rosa dei Frati Riviera del Garda Classico Rosé 2018,Italy,Lombardia,Cà dei Frati,4.0,692,13.99,2018,45.5703694,9.7732524
Prestige Rosé 2019,France,Côtes de Provence,Minuty,4.0,700,17.85,2019,43.4370505,6.652775
Gris Blanc 2019,France,Pays d'Oc,Gérard Bertrand,3.9,758,9.37,2019,43.604764,1.4540399
Viña Esmeralda Rosado 2018,Spain,Catalunya,Torres,3.9,776,7.79,2018,41.8523094,1.5745043
De Casta Rosado 2018,Spain,Catalunya,Torres,3.5,792,5.9,2018,41.8523094,1.5745043
Prosa Rosé 2019,Austria,Burgenland,Meinklang,4.0,808,8.5,2019,47.5000001,16.4166666
Rioja Rosado 2018,Spain,Rioja,Ramón Bilbao,3.8,838,10.95,2018,42.3285528,-2.4674917
Rosado 2017,Spain,Rioja,Muga,3.7,861,10.71,2017,42.3285528,-2.4674917
Alìe Rosé Toscana 2017,Italy,Toscana,Tenuta Ammiraglia,3.9,1065,28.27,2017,43.4586541,11.1389204
The Palm Whispering Angel Rosé 2018,France,Provence,Château d'Esclans,3.9,1066,15.84,2018,44.0580563,6.0638506
Rosé 2019,France,Coteaux d'Aix-en-Provence,AIX,4.0,1078,13.9,2019,43.5276676,5.4063971
Rosa dei Frati Riviera del Garda Classico Rosé 2019,Italy,Lombardia,Cà dei Frati,4.1,1137,11.2,2019,45.5703694,9.7732524
Côte des Roses Rosé 2019,France,Languedoc,Gérard Bertrand,3.9,1750,9.36,2019,43.6796869,1.3966515
M Rosé 2019,France,Côtes de Provence,Minuty,4.0,2046,12.85,2019,43.4370505,6.652775
Whispering Angel Rosé 2019,France,Côtes de Provence,Château d'Esclans,4.2,2990,16.47,2019,43.4370505,6.652775
Vinho Verde Rosé N.V.,Portugal,Vinho Verde,Casal Garcia,3.5,9493,4.35,N.V.,41.0645447,-8.2348455
The Original Rosé N.V.,Portugal,Douro,Mateus,3.6,29531,5.99,N.V.,41.135684,-7.1166743
